modality,sample_id,timestamp,language,is_scam,scam_type,scam_stage,requested_action,sensitive_info_requested,severity,has_url,has_upi,has_otp,has_qr,has_phone,has_threat,has_urgency,text
Call,CALL0060,2025-07-22 13:10:57,English,1,Government/Authority Impersonation (incl. Digital Arrest),Escalation/Threat,Pay via UPI,Aadhaar,5,0,1,0,0,0,1,1,Officer: This is TRAI. Your identity is linked to money laundering. Senior: That cannot be true. Officer: You are under digital arrest. Do not disconnect. Senior: I will come to the police station. Officer: No. Verification is online only. Provide Aadhaar number now. Officer: Transfer ₹2500 to okay UPI ccihvc@okhdfc for uh verification. It will be refunded. [inaudible]
Call,CALL0096,2025-05-02 02:15:46,English,0,Legitimate: Appointment Reminder,No action (info only),No action (info only),,1,0,0,0,0,0,0,0,"Clinic: Hello, confirming your appointment on 01-Oct at 2:30 PM.
Senior: Yes confirmed, thank you.
Clinic: Please arrive 10 minutes early."
Call,CALL0040,2025-10-23 20:25:45,Hinglish,1,Loan/Investment Scam,Payment/Transfer,Click link,,3,1,0,0,0,0,0,1,"Agent: Pre-approved loan ₹7500 ready. Activate with fee ₹79.
Senior: I did not apply.
Agent: Offer ends today. Pay via https://t.co/XQEbOW0."
Call,CALL0088,2025-10-04 10:49:09,Hinglish,0,Legitimate: Appointment Reminder,No action (info only),No action (info only),,1,0,0,0,0,0,0,0,"Clinic: Hello, confirming your appointment on 12-Sep at 7:00 PM.
Senior: Yes confirmed, thank you.
Clinic: Please arrive 10 minutes early."
Call,CALL0056,2025-02-13 21:44:54,English,1,Telecom/Utility / KYC Scam,Action request,Share OTP,OTP,4,1,0,1,0,0,0,1,"Agent: This is Vi verification. Your SIM will be deactivated today.
Senior: Why?
Agent: KYC pending. Update at https://support-helpdesk.in/8kpptfv6i9 or share OTP."
Call,CALL0033,2025-10-01 23:27:18,English,1,Loan/Investment Scam,Payment/Transfer,Click link,,3,1,0,0,0,0,0,1,"Agent: Pre-approved loan ₹349 ready. Activate with fee ₹79.
Senior: I did not apply.
Agent: Offer ends today. Pay via https://bit.ly/5pqwAfB."
Call,CALL0070,2025-12-06 07:56:26,English,1,Family/Friend Impersonation,Payment/Transfer,Pay via UPI,,5,0,1,0,0,0,0,1,"Caller: Hello, it's me. I'm in trouble. Please don't panic.
Senior: Who is this?
Caller: I can't talk. Send ₹50000 to UPI sgwgmv@ibl now."
Call,CALL0027,2025-04-24 10:29:46,Hinglish,1,Job Offer Scam,Lure,Share ID docs,,3,1,0,0,0,0,0,0,HR: You're shortlisted for a work-from-home role earning ₹5000/month. Senior: Ok. HR: um uh uh Pay training fee ₹199 to confirm. Or submit docs via https://tinyurl.com/QN5mUjD.
Call,CALL0079,2025-03-02 16:39:20,English,1,Marketplace / Refund / UPI Scam,Action request,Scan QR / approve collect request,OTP,4,0,0,1,1,0,0,1,"Buyer: I'm buying from OLX. I'll send ₹12000 now.
Senior: Ok.
Buyer: You will get an OTP. Read it to confirm payment.
Senior: OTP is private.
Buyer: No problem, then scan the QR I'll WhatsApp you."
Call,CALL0049,2025-07-12 22:14:49,Hinglish,1,Telecom/Utility / KYC Scam,Action request,Click link,PAN,4,1,0,1,0,0,0,1,"Agent: This is Airtel verification. Your SIM will be deactivated today.
Senior: Why?
Agent: KYC pending. Update at https://pay-safe.link/ytjxrp3uok or share OTP."
Call,CALL0004,2025-05-24 09:29:42,English,1,Bank/KYC Fraud,Action request,Share OTP,OTP,5,0,0,1,0,0,0,1,"Agent: Hello, SBI security desk. Suspicious transaction of ₹50000 detected.
Senior: Oh no.
Agent: To block it, please confirm the OTP sent to your phone.
Senior: I will call the official helpline.
Agent: If you delay, funds will be lost. Read OTP now."
Call,CALL0076,2025-11-05 04:48:37,Hinglish,1,Marketplace / Refund / UPI Scam,Action request,Scan QR / approve collect request,OTP,4,0,0,1,1,0,0,1,"Buyer: I'm buying from OLX. I'll send ₹349 now.
Senior: Ok.
Buyer: You will get an OTP. Read it to confirm payment.
Senior: OTP is private.
Buyer: No problem, then scan the QR I'll WhatsApp you."
Call,CALL0082,2025-10-20 16:42:02,English,0,Legitimate: OTP/2FA,Action request,No action (info only),OTP,1,0,0,1,0,0,0,0,"Automated: Your OTP for Amazon is 794339. Repeat 794339.
Senior: Okay."
Call,CALL0008,2025-11-02 08:38:04,Hinglish,1,Bank/KYC Fraud,Action request,Share OTP,OTP,5,0,0,1,0,0,0,1,"Agent: Hello, SBI security desk. Suspicious transaction of ₹349 detected.
Senior: Oh no.
Agent: To block it, please confirm the OTP sent to your phone.
Senior: I will call the official helpline.
Agent: If you delay, funds will be lost. Read OTP now."
Call,CALL0012,2025-02-13 14:39:52,Hinglish,1,Lottery/Prize Scam,Lure,Pay via UPI,,4,0,1,0,0,0,0,0,"Agent: Congratulations! You have won ₹1500 in WhatsApp Promo.
Senior: Really?
Agent: Pay processing fee ₹149 to UPI wfzsel@okhdfc to claim."
Call,CALL0024,2025-12-02 15:09:33,English,1,Tech Support / Remote Access Scam,Action request,Install remote-support app,,4,1,0,0,0,0,0,0,"Technician: This is Paytm support. Your device has malware.
Senior: What should I do?
Technician: Install AnyDesk. I will guide you. Link: https://rebrand.ly/HsuCOe2"
Call,CALL0089,2025-06-03 19:04:19,English,0,Legitimate: Appointment Reminder,No action (info only),No action (info only),,1,0,0,0,0,0,0,0,"Clinic: Hello, confirming your appointment on 18-Oct at 7:00 PM.
Senior: Yes confirmed, thank you.
Clinic: Please arrive 10 minutes early."
Call,CALL0044,2025-11-02 16:16:49,English,1,Delivery/Courier / Customs Scam,Payment/Transfer,Click link,,4,1,0,0,0,0,0,1,"Agent: Calling from Blue Dart. Your parcel is held at customs.
Senior: I didn't order anything.
Agent: Pay clearance ₹49 at https://rebrand.ly/rZppROi within 30 minutes."
Call,CALL0059,2025-12-08 10:33:34,Hinglish,1,Government/Authority Impersonation (incl. Digital Arrest),Escalation/Threat,Pay via UPI,Aadhaar,5,0,1,0,0,0,1,1,"Officer: This is Cyber Crime Cell. Your identity is linked to money laundering.
Senior: That cannot be true.
Officer: You are under digital arrest. Do not disconnect.
Senior: I will come to the police station.
Officer: No. Verification is online only. Provide Aadhaar number now.
Officer: Transfer ₹100000 to UPI wwgpyl@okicici for verification. It will be refunded."
Call,CALL0037,2025-04-27 03:03:57,English,1,Loan/Investment Scam,Payment/Transfer,Click link,,3,1,0,0,0,0,0,1,"Agent: Pre-approved loan ₹199 ready. Activate with fee ₹499.
Senior: I did not apply.
Agent: Offer ends today. Pay via https://t.co/KfzkO2n."
Call,CALL0063,2025-06-11 04:55:37,English,1,Government/Authority Impersonation (incl. Digital Arrest),Escalation/Threat,Pay via UPI,Aadhaar,5,0,1,0,0,0,1,0,Officer: This ji is Income Tax Department. Your identity is linked to money laundering. Senior: That cannot be true. Officer: You are under digital arrest. Do not disconnect. Officer: Transfer ₹2500 to UPI tmhlpu@ibl for verification. It will be um refunded.
Call,CALL0007,2025-04-23 22:05:19,English,1,Bank/KYC Fraud,Action request,Share OTP,OTP,5,0,0,1,0,0,0,1,"Agent: Hello, ICICI security desk. Suspicious transaction of ₹999 detected.
Senior: Oh no.
Agent: To block it, please confirm the OTP sent to your phone.
Senior: I will call the official helpline.
Agent: If you delay, funds will be lost. Read OTP now."
Call,CALL0036,2025-10-03 05:41:10,English,1,Loan/Investment Scam,Payment/Transfer,Click link,,3,1,0,0,0,0,0,1,"Agent: Pre-approved loan ₹199 ready. Activate with fee ₹79.
Senior: I did not apply.
Agent: Offer ends today. Pay via https://bit.ly/I3VCzPy."
Call,CALL0073,2025-08-14 17:53:34,Hinglish,1,Marketplace / Refund / UPI Scam,Action request,Scan QR / approve collect request,OTP,4,0,0,1,0,0,0,1,"Buyer: I'm buying from OLX. I'll send ₹999 now.
Senior: Ok.
Buyer: You will get an OTP. Read it to confirm payment."
Call,CALL0017,2025-11-14 12:47:54,Hinglish,1,Tech Support / Remote Access Scam,Action request,Install remote-support app,,4,1,0,0,0,0,0,0,"Technician: This is Paytm support. Your device has malware.
Senior: What should I do?
Technician: Install AnyDesk. I will guide you. Link: https://rebrand.ly/gKIzfKq"
Call,CALL0092,2025-05-14 13:47:06,Hinglish,0,Legitimate: OTP/2FA,Action request,No action (info only),OTP,1,0,0,1,0,0,0,0,"Automated: Your OTP for Amazon is 274274. Repeat 274274.
Senior: Okay."
Call,CALL0080,2025-06-15 07:15:35,Hinglish,1,Marketplace / Refund / UPI Scam,Action request,Scan QR / approve collect request,OTP,4,0,0,1,1,0,0,1,"Buyer: I'm buying from Facebook Marketplace. I'll send ₹9900 now.
Senior: Ok.
Buyer: You will get an OTP. Read it to confirm payment.
Senior: OTP is private.
Buyer: No problem, then scan the QR I'll WhatsApp you."
Call,CALL0071,2025-08-28 17:38:50,English,1,Family/Friend Impersonation,Payment/Transfer,Pay via UPI,,5,0,1,0,0,0,0,1,"Caller: Hello, it's me. I'm in trouble. Please don't panic.
Senior: Who is this?
Caller: I can't talk. Send ₹50000 to UPI srbvdb@okicici now."
Call,CALL0069,2025-03-16 06:50:17,English,1,Family/Friend Impersonation,Payment/Transfer,Pay via UPI,,5,0,1,0,0,0,0,1,"Caller: Hello, it's me. I'm in trouble. Please don't panic.
Senior: Who is this?
Caller: I can't talk. Send ₹25000 to UPI qyaqqd@paytm now."
Call,CALL0009,2025-02-09 19:58:04,English,1,Lottery/Prize Scam,Lure,Pay via UPI,,4,0,1,0,0,0,0,0,"Agent: Congratulations! You have won ₹9900 in Mega Bumper Draw.
Senior: Really?
Agent: Pay processing fee ₹79 to UPI mchsca@ybl to claim."
Call,CALL0093,2025-12-10 07:33:58,English,0,Legitimate: Appointment Reminder,No action (info only),No action (info only),,1,0,0,0,0,0,0,0,"Clinic: Hello, confirming ji your appointment on 10-Aug at 2:30 PM. sir Senior: Yes confirmed, thank you. Clinic: Please arrive 10 minutes early. [inaudible]"
Call,CALL0050,2025-12-09 05:39:29,English,1,Telecom/Utility / KYC Scam,Action request,Share OTP,PAN,4,1,0,1,0,0,0,1,"Agent: This is BSNL verification. Your SIM will be deactivated today.
Senior: Why?
Agent: KYC pending. Update at https://bank-kycverify.com/j9x5ar9kt8 or share OTP.
Agent: Also note MSEB bill overdue. Pay to avoid disconnection."
Call,CALL0010,2025-09-24 14:24:08,English,1,Lottery/Prize Scam,Lure,Pay via UPI,,4,0,1,0,0,0,0,0,sir Agent: Congratulations! You have won ma'am ₹999 in New Year Bonanza. Senior: Really? Agent: Pay processing fee ₹49 to UPI byvmfj@paytm to claim. haan
Call,CALL0066,2025-03-07 11:56:39,Hinglish,1,Family/Friend Impersonation,Payment/Transfer,Pay via UPI,,5,0,1,0,0,0,0,1,"Caller: Hello, it's me. I'm in trouble. Please don't panic.
Senior: Who is this?
Caller: I can't talk. Send ₹499 to UPI qdeboj@paytm now."
Call,CALL0072,2025-06-21 16:16:23,English,1,Family/Friend Impersonation,Payment/Transfer,Pay via UPI,,5,0,1,0,0,0,0,1,"Caller: Hello, it's me. I'm in trouble. Please don't panic. Senior: Who is this? Caller: I can't talk. Send sir ₹25000 ji to UPI jeegzq@okicici now."
Call,CALL0016,2025-10-21 01:06:43,English,1,Lottery/Prize Scam,Lure,Pay via UPI,,4,0,1,0,0,0,0,0,Agent: Congratulations! You have um won ₹100000 in New uh Year Bonanza. Senior: Really? Agent: Pay processing fee ₹149 to UPI anhido@okhdfc to claim.
Call,CALL0041,2025-03-13 16:10:10,English,1,Delivery/Courier / Customs Scam,Payment/Transfer,Click link,,4,1,0,0,0,0,0,1,"Agent: Calling from FedEx. Your parcel is held at customs.
Senior: I didn't order anything.
Agent: Pay clearance ₹299 at https://bit.ly/Pp71nxU within 30 minutes."
Call,CALL0091,2025-09-30 19:11:51,English,0,Legitimate: Bank Alert,No action (info only),Visit official app/website,,1,0,0,0,0,0,0,0,"Bank Agent: Hello, thank you for calling ICICI. How may I help you?
Senior: I want to verify a transaction I received an alert for.
Bank Agent: Please confirm last 4 digits of your account.
Senior: It is 3560.
Bank Agent: Thank you. I can see the transaction status in your account."
Call,CALL0099,2025-02-07 21:12:24,English,0,Legitimate: Appointment Reminder,No action (info only),No action (info only),,1,0,0,0,0,0,0,0,"Clinic: Hello, confirming your appointment on 21-May at 10:00 AM.
Senior: Yes confirmed, thank you.
Clinic: Please arrive 10 minutes early."
AudioTranscript,AUD0055,2025-06-16 03:37:40,Hinglish,1,Telecom/Utility / KYC Scam,Escalation/Threat,Click link,,4,1,0,0,0,0,0,0,[Voicemail] TNEB bill overdue. Pay ₹200000 at https://rebrand.ly/uwfg9Ui to avoid disconnection. Jaldi.
AudioTranscript,AUD0048,2025-12-17 05:30:40,Hinglish,1,Delivery/Courier / Customs Scam,Payment/Transfer,Click link,,4,1,0,0,0,0,0,0,[Automated Voice] Blue Dart: Parcel held at customs. Pay clearance fee ₹49 at https://cutt.ly/eIxh7yR.
AudioTranscript,AUD0009,2025-07-28 05:21:30,English,1,Lottery/Prize Scam,Payment/Transfer,Pay via UPI,,4,0,1,0,0,0,0,0,[Automated Voice] Congratulations! Prize ₹999 in New Year Bonanza. Pay processing ₹999 to UPI wqfmth@ibl.
AudioTranscript,AUD0079,2025-09-22 18:54:47,English,1,Marketplace / Refund / UPI Scam,Action request,Share OTP,OTP,4,0,0,1,0,0,0,0,[Voicemail] Buyer payment pending. Share OTP to receive ₹200000.
AudioTranscript,AUD0090,2025-06-30 23:54:57,English,0,Legitimate: Service Notification,No action (info only),Visit official app/website,,1,1,0,0,0,0,0,0,[Voicemail] Airtel plan expires on 21-Nov. Renew in official app or https://axisbank.com/ghr5suvdr2.
AudioTranscript,AUD0017,2025-11-18 08:17:01,English,1,Tech Support / Remote Access Scam,Action request,Install remote-support app,,4,1,0,0,0,0,0,1,[Automated Voice] Paytm support. Malware detected. Install AnyDesk from https://support-helpdesk.in/g98kxmu31r now.
AudioTranscript,AUD0100,2025-04-01 16:11:13,English,0,Legitimate: Service Notification,No action (info only),Visit official app/website,,1,1,0,0,0,0,0,0,sir [Voicemail] Vi plan expires on 23-Mar. Renew in official app um ji or https://hdfcbank.com/5drmal7a11.
AudioTranscript,AUD0022,2025-11-11 03:36:15,English,1,Tech Support / Remote Access Scam,Action request,Install remote-support app,,4,1,0,0,0,0,0,1,[Automated Voice] Paytm support. Malware detected. Install Remote Assist from https://track-parcel.in/tijo5p4cr8 now.
AudioTranscript,AUD0053,2025-05-06 13:15:54,Hinglish,1,Telecom/Utility / KYC Scam,Action request,Click link,PAN,4,1,0,0,0,0,0,1,[Automated Voice] Your BSNL SIM will be deactivated today. Update KYC at https://bank-kycverify.com/xdgve463ox.
AudioTranscript,AUD0078,2025-06-16 14:33:50,Hinglish,1,Marketplace / Refund / UPI Scam,Action request,Click link,Bank credentials,3,1,0,0,0,0,0,0,[Automated Voice] Refund um of ₹200000 pending. Confirm your bank details at uh https://cybercrime-case.in/bjuzetwfqe. uh
AudioTranscript,AUD0044,2025-03-19 06:33:42,Hinglish,1,Delivery/Courier / Customs Scam,Action request,Click link,,3,1,0,0,0,0,0,0,[Voicemail] Address verification failed. Reschedule at https://gpay-help.in/3ngxcpdvna.
AudioTranscript,AUD0007,2025-07-05 06:44:29,English,1,Bank/KYC Fraud,Action request,Click link,PAN,4,1,0,0,0,0,1,1,[Voicemail] KYC pending. Update now at https://bit.ly/CdVKO48 to avoid account freeze.
AudioTranscript,AUD0015,2025-11-07 01:00:33,Hinglish,1,Lottery/Prize Scam,Payment/Transfer,Pay via UPI,,4,0,1,0,0,0,0,0,[Automated Voice] Congratulations! Prize ₹1500 in KBC. Pay processing ₹49 to UPI ejgkha@ibl.
AudioTranscript,AUD0029,2025-04-14 06:56:04,English,1,Job Offer Scam,Lure,Click link,,3,0,0,0,0,0,0,0,[Voicemail] HR update: job offer confirmed. Pay registration fee ₹79 at
AudioTranscript,AUD0006,2025-05-22 17:59:33,English,1,Bank/KYC Fraud,Action request,Click link,PAN,4,1,0,0,0,0,1,1,[Voicemail] KYC pending. Update now at https://bit.ly/1tnbZcM ma'am to ma'am avoid account freeze.
AudioTranscript,AUD0031,2025-05-24 20:27:23,English,1,Job Offer Scam,Lure,Click link,,3,1,0,0,0,0,0,0,[Voicemail] HR update: job offer confirmed. Pay registration fee ₹199 at https://tinyurl.com/YmY0Iiq.
AudioTranscript,AUD0052,2025-08-13 19:07:18,Hinglish,1,Telecom/Utility / KYC Scam,Action request,Click link,PAN,4,1,0,0,0,0,0,1,[Automated Voice] Your Vi ma'am SIM okay ji will be deactivated today. Update KYC at https://verify-now.co/rrbsu9lyjo.
AudioTranscript,AUD0008,2025-08-05 17:21:04,English,1,Bank/KYC Fraud,Action request,Share OTP,OTP,5,0,0,1,0,0,0,1,[Automated Voice] Axis alert: suspicious transaction of ₹199. Share OTP to block immediately.
AudioTranscript,AUD0083,2025-09-10 00:49:12,English,0,Legitimate: Service Notification,No action (info only),Visit official app/website,,1,1,0,0,0,0,0,0,[Voicemail] Airtel plan expires on 15-Dec. Renew in official app or https://hdfcbank.com/gsqfnd1c9m.
AudioTranscript,AUD0039,2025-11-16 04:03:28,Hinglish,1,Loan/Investment Scam,Payment/Transfer,Click link,,3,1,0,0,0,0,0,0,[Automated Voice] Pre-approved loan ₹9900. Activate by paying fee ₹199 at https://tinyurl.com/tLoGefn.
AudioTranscript,AUD0097,2025-07-29 06:28:42,Hinglish,0,Legitimate: Service Notification,No action (info only),Visit official app/website,,1,1,0,0,0,0,0,0,[Voicemail] Vi plan expires on 31-Mar. Renew in um official um app or https://sbi.co.in/...
AudioTranscript,AUD0030,2025-09-11 19:34:17,English,1,Job Offer Scam,Lure,Click link,,3,1,0,0,0,0,0,0,um [Voicemail] HR update: job offer confirmed. ma'am Pay registration fee ₹99 at https://cutt.ly/DIIPBYe.
AudioTranscript,AUD0085,2025-05-06 20:47:31,English,0,Legitimate: Delivery Update,No action (info only),Visit official app/website,,1,1,0,0,0,0,0,1,[Voicemail] FedEx delivery scheduled today. Track: https://sbi.co.in/ib29jlu14e
AudioTranscript,AUD0021,2025-09-04 10:36:08,English,1,Tech Support / Remote Access Scam,Lure,Call number,,3,0,0,0,0,1,0,0,[Voicemail] Security issue uh detected. Call +91-93808-23954 for assistance. ma'am
AudioTranscript,AUD0024,2025-03-22 13:32:52,English,1,Tech Support / Remote Access Scam,Action request,Install remote-support app,,4,1,0,0,0,0,0,1,[Automated Voice] Apple sir support. Malware detected. Install QuickSupport from https://verify-now.co/r4zk3fu3q9 now. [inaudible]
AudioTranscript,AUD0026,2025-06-02 10:17:09,English,1,Job Offer Scam,Lure,Click link,,3,0,0,0,0,0,0,0,[Voicemail] HR sir update: job offer confirmed. Pay okay registration fee ₹149 at [inaudible]
AudioTranscript,AUD0059,2025-10-28 08:29:23,Hinglish,1,Government/Authority Impersonation (incl. Digital Arrest),Escalation/Threat,Call number,Aadhaar,5,0,0,0,0,0,0,1,[Automated Voice] This is Income Tax Department. Your identity is linked to a criminal case. Press 1 to verify now.
AudioTranscript,AUD0069,2025-12-02 10:50:03,English,1,Family/Friend Impersonation,Payment/Transfer,Pay via UPI,,5,0,1,0,0,0,0,0,"[Voice Note] Mom, it's me. Emergency hai. ₹2500 UPI puoqoy@ybl abhi. Please don't call."
AudioTranscript,AUD0045,2025-09-22 14:49:48,Hinglish,1,Delivery/Courier / Customs Scam,Payment/Transfer,Click link,,4,1,0,0,0,0,0,0,[Automated Voice] India Post: Parcel held at customs. Pay clearance fee ₹149 at https://rebrand.ly/16t3vpQ.
AudioTranscript,AUD0062,2025-04-11 00:39:39,English,1,Government/Authority Impersonation (incl. Digital Arrest),Escalation/Threat,Call number,Aadhaar,5,0,0,0,0,0,0,1,[Automated Voice] This is Cyber Crime Cell. Your identity is linked to a criminal case. Press 1 to verify now.
AudioTranscript,AUD0064,2025-03-19 03:04:17,Hinglish,1,Government/Authority Impersonation (incl. Digital Arrest),Escalation/Threat,Call number,Aadhaar,5,0,0,0,0,0,0,1,[Automated Voice] This is Police Control Room. Your sir identity is linked to a haan criminal case. Press 1 to verify sir now.
AudioTranscript,AUD0019,2025-08-03 06:30:00,Hinglish,1,Tech Support / Remote Access Scam,Action request,Install remote-support app,,4,1,0,0,0,0,0,1,[Automated Voice] Apple support. Malware detected. Install AnyDesk from https://track-parcel.in/bsen1qrst8 now.
AudioTranscript,AUD0043,2025-02-27 18:16:15,Hinglish,1,Delivery/Courier / Customs Scam,Payment/Transfer,Click link,,4,0,0,0,0,0,0,0,[Automated Voice] Amazon Logistics: Parcel held at customs. Pay clearance fee ₹79 at Jaldi.
AudioTranscript,AUD0041,2025-10-16 10:16:14,English,1,Delivery/Courier / Customs Scam,Payment/Transfer,Click link,,4,0,0,0,0,0,0,0,[Automated Voice] Delhivery: haan Parcel held at customs. Pay clearance fee ₹149 at [inaudible]
AudioTranscript,AUD0040,2025-06-20 11:20:31,English,1,Loan/Investment Scam,Payment/Transfer,Click link,,3,0,0,0,0,0,0,0,[Automated Voice] Pre-approved loan ₹12000. Activate by paying fee haan ₹2...
AudioTranscript,AUD0012,2025-05-21 00:07:54,English,1,Lottery/Prize Scam,Payment/Transfer,Pay via UPI,,4,0,1,0,0,0,0,0,[Automated Voice] Congratulations! Prize ₹499 in Mega haan Bumper Draw. Pay uh processing ₹299 to UPI ayrosv@okicici.
AudioTranscript,AUD0093,2025-08-09 09:21:47,English,0,Legitimate: Bank Alert,No action (info only),Visit official app/website,,1,0,0,0,0,0,0,0,"[Automated Voice] Canara alert. Debit of ₹199 occurred. If not you, call official helpline."
AudioTranscript,AUD0034,2025-03-22 06:07:42,English,1,Loan/Investment Scam,Payment/Transfer,Click link,,3,1,0,0,0,0,0,0,[Automated Voice] Pre-approved loan ₹999. Activate by paying sir fee ₹999 um at https://cutt.ly/qbPhxQb. [inaudible]
AudioTranscript,AUD0087,2025-04-13 16:33:10,English,0,Legitimate: Bank Alert,No action (info only),Visit official app/website,,1,0,0,0,0,0,0,0,"[Automated Voice] Axis alert. Debit of ₹2500 occurred. If um not ma'am you, call official..."
AudioTranscript,AUD0056,2025-09-07 01:08:44,English,1,Telecom/Utility / KYC Scam,Escalation/Threat,Click link,,4,1,0,0,0,0,0,0,[Voicemail] MSEB bill overdue. Pay ₹499 at https://bit.ly/uce5o6C to avoid disconnection.
AudioTranscript,AUD0033,2025-11-19 07:01:02,English,1,Loan/Investment Scam,Payment/Transfer,Click link,,3,0,0,0,0,0,0,0,[Automated Voice] Pre-approved loan ₹50000. Activate by paying fee ₹199 at
AudioTranscript,AUD0057,2025-06-10 21:25:34,English,1,Government/Authority Impersonation (incl. Digital Arrest),Escalation/Threat,Call number,Aadhaar,5,0,0,0,0,0,0,1,sir [Automated Voice] This is CBI. Your identity is okay linked to a criminal case. Press 1 to verify now. [inaudible]
AudioTranscript,AUD0028,2025-11-05 05:23:27,English,1,Job Offer Scam,Lure,Click link,,3,1,0,0,0,0,0,0,haan [Voicemail] HR update: job offer confirmed. sir Pay registration fee ₹49 at https://tinyurl.com/zdmKIXD.
AudioTranscript,AUD0023,2025-07-03 11:31:58,English,1,Tech Support / Remote Access Scam,Action request,Install remote-support app,,4,1,0,0,0,0,0,1,[Automated Voice] Paytm support. Malware detected. Install TeamViewer from https://pay-safe.link/9ieshi7bsq now.
AudioTranscript,AUD0049,2025-10-16 00:59:43,English,1,Telecom/Utility / KYC Scam,Action request,Click link,PAN,4,1,0,0,0,0,0,1,[Automated Voice] Your BSNL SIM will be deactivated today. Update KYC at https://secure-kyc-update.in/532g1vr0zl.
AudioTranscript,AUD0002,2025-03-21 00:58:50,English,1,Bank/KYC Fraud,Action request,Click link,PAN,4,1,0,0,0,0,1,1,[Voicemail] KYC pending. Update now at https://t.co/XgW3mlT to avoid account freeze.
AudioTranscript,AUD0096,2025-03-26 18:29:27,English,0,Legitimate: Service Notification,No action (info only),Visit official app/website,,1,1,0,0,0,0,0,0,[Voicemail] Vi plan expires on 09-Feb. Renew in official app or https://passportindia.gov.in/z396lktf46.
AudioTranscript,AUD0003,2025-07-10 12:56:50,Hinglish,1,Bank/KYC Fraud,Action request,Share OTP,OTP,5,0,0,1,0,0,0,1,[Automated Voice] SBI alert: suspicious transaction of ₹349. Share OTP to block immediately.
AudioTranscript,AUD0010,2025-06-29 00:39:07,English,1,Lottery/Prize Scam,Payment/Transfer,Pay via UPI,,4,0,1,0,0,0,0,0,[Automated Voice] Congratulations! Prize ₹7500 in WhatsApp Promo. Pay processing ₹99 to UPI nnvwzj@okhdfc.
AudioTranscript,AUD0091,2025-08-09 19:19:22,English,0,Legitimate: Bank Alert,No action (info only),Visit official app/website,,1,0,0,0,0,0,0,0,"[Automated Voice] Axis alert. Debit of ₹200000 occurred. If not you, call official helpline."
AudioTranscript,AUD0066,2025-10-10 22:48:07,Hinglish,1,Family/Friend Impersonation,Payment/Transfer,Pay via UPI,,5,0,1,0,0,0,0,0,"[Voice Note] Mom, it's me. Emergency hai. ₹999 UPI ovvphf@ibl abhi. Please don't call."
AudioTranscript,AUD0032,2025-12-15 15:32:48,English,1,Job Offer Scam,Lure,Click link,,3,1,0,0,0,0,0,0,[Voicemail] HR update: job offer confirmed. Pay registration fee ₹499 at https://bit.ly/Yl5aKOi.
AudioTranscript,AUD0038,2025-09-21 20:41:03,English,1,Loan/Investment Scam,Payment/Transfer,Click link,,3,0,0,0,0,0,0,0,[Automated Voice] Pre-approved loan ₹7500. Activate by paying fee ₹79 at
AudioTranscript,AUD0058,2025-10-17 13:03:02,English,1,Government/Authority Impersonation (incl. Digital Arrest),Payment/Transfer,Pay via UPI,,5,0,1,0,0,0,1,0,uh [Automated Voice] You are under ji digital arrest. Stay on line and transfer ₹999 to UPI haan ellvnu@okhdfc. [inaudible]
AudioTranscript,AUD0042,2025-04-01 05:21:59,English,1,Delivery/Courier / Customs Scam,Payment/Transfer,Click link,,4,0,0,0,0,0,0,0,ji [Automated ma'am Voice] DTDC: Parcel held sir at customs. Pay clearance fee ₹49 at [inaudible]
AudioTranscript,AUD0035,2025-03-20 22:43:04,Hinglish,1,Loan/Investment Scam,Payment/Transfer,Click link,,3,1,0,0,0,0,0,0,[Automated Voice] Pre-approved loan ₹2500. Activate by paying fee ₹299 at https://cutt.ly/WztB6ct.
AudioTranscript,AUD0073,2025-10-11 05:39:31,English,1,Marketplace / Refund / UPI Scam,Action request,Share OTP,OTP,4,0,0,1,0,0,0,0,[Voicemail] Buyer payment pending. Share OTP to receive ₹2500.
AudioTranscript,AUD0076,2025-03-31 17:38:52,English,1,Marketplace / Refund / UPI Scam,Action request,Click link,Bank credentials,3,0,0,0,0,0,0,0,[Automated Voice] Refund of ₹50000 pending. Confirm your bank details at
AudioTranscript,AUD0089,2025-11-10 19:02:51,English,0,Legitimate: Personal Chat,No action (info only),No action (info only),,1,0,0,0,0,0,0,0,[Voice Note] Hi! Just wanted to check if you reached home. Call when free.
AudioTranscript,AUD0074,2025-05-13 07:30:14,English,1,Marketplace / Refund / UPI Scam,Action request,Click link,Bank credentials,3,1,0,0,0,0,0,0,[Automated Voice] Refund uh of ₹50000 um pending. Confirm your bank um details at https://bank-kycverify.com/zbvv9xhu...
AudioTranscript,AUD0063,2025-03-16 15:59:53,Hinglish,1,Government/Authority Impersonation (incl. Digital Arrest),Escalation/Threat,Call number,Aadhaar,5,0,0,0,0,0,0,1,[Automated Voice] This is CBI. Your identity is linked ji to a criminal case. sir ma'am Press 1 to verify now.
AudioTranscript,AUD0068,2025-05-18 09:31:01,English,1,Family/Friend Impersonation,Payment/Transfer,Pay via UPI,,5,0,1,0,0,0,0,0,"[Voice Note] Mom, it's me. Emergency hai. ₹349 UPI sslsty@oksbi abhi. Please don't call."
